Number,Time
36585,0.222
36586,0.184
36587,2.975
36588,0.211
36589,0.186
36590,0.185
36591,0.181
36592,0.19
36593,0.236
36594,0.174
36595,0.179
36596,0.185
36597,0.199
36598,0.181
36599,2.725
36600,0.184
36601,0.229
36602,0.188
36603,0.166
36604,0.185
36605,0.197
36606,0.183
36607,2.943
36608,0.188
36609,0.338
36610,0.177
36611,0.16
36612,0.184
36613,0.194
36614,0.177
36615,0.181
36616,0.182
36617,0.226
36618,0.177
36619,0.181
36620,0.182
36621,0.213
36622,0.181
36623,0.182
36624,0.188
36625,0.238
36626,0.179
36627,0.177
36628,0.169
36629,2.77
36630,0.175
36631,0.184
36632,0.173
36633,0.225
36634,0.181
36635,0.184
36636,0.189
36637,3.21
36638,0.173
36639,0.176
36640,0.173
36641,0.257
36642,0.172
36643,2.907
36644,0.183
36645,0.205
36646,0.18
36647,0.174
36648,0.184
36649,0.213
36650,0.182
36651,0.174
36652,0.178
36653,3.043
36654,0.18
36655,0.185
36656,0.178
36657,0.233
36658,0.178
36659,0.174
36660,0.181
36661,0.201
36662,0.182
36663,0.175
36664,0.188
36665,0.22
36666,0.186
36667,0.182
36668,0.172
36669,0.201
36670,0.184
36671,2.874
36672,0.192
36673,0.27
36674,0.19
36675,0.175
36676,0.184
36677,2.917
36678,0.17
36679,0.182
36680,0.19
36681,0.216
36682,0.183
36683,2.944
36684,0.2
36685,0.228
36686,0.198
36687,0.182
36688,0.187
36689,0.23
36690,0.185
36691,2.936
36692,0.191
36693,0.194
36694,0.19
36695,0.18
36696,0.188
36697,3.135
36698,0.178
36699,0.183
36700,0.175
36701,0.201
36702,0.182
36703,0.183
36704,0.179
36705,0.281
36706,0.17
36707,0.18
36708,0.184
36709,7.284
36710,0.182
36711,0.18
36712,0.184
36713,2.919
36714,0.168
36715,0.175
36716,0.182
36717,0.204
36718,0.184
36719,0.186
36720,0.188
36721,3.898
36722,0.174
36723,0.18
36724,0.173
36725,0.205
36726,0.185
36727,0.189
36728,0.191
36729,0.227
36730,0.196
36731,0.168
36732,0.198
36733,0.214
36734,0.188
36735,0.188
36736,0.202
36737,0.378
36738,0.184
36739,4.121
36740,0.212
36741,0.228
36742,0.314
36743,0.173
36744,0.19
36745,0.227
36746,0.203
36747,0.172
36748,0.178
36749,3.776
36750,0.186
36751,0.182
36752,0.188
36753,0.238
36754,0.178
36755,0.184
36756,0.187
36757,0.198
36758,0.184
36759,0.202
36760,0.166
36761,3.343
36762,0.206
36763,0.198
36764,0.187
36765,0.207
36766,0.191
36767,3.078
36768,0.183
36769,0.284
36770,0.188
36771,0.186
36772,0.2
36773,0.196
36774,0.298
36775,0.191
36776,0.187
36777,0.228
36778,0.183
36779,3.34
36780,0.205
36781,3.28
36782,0.213
36783,0.181
36784,0.176
36785,0.245
36786,0.201
36787,3.807
36788,0.209
36789,0.204
36790,0.191
36791,3.466
36792,0.213
36793,3.586
36794,0.203
36795,0.21
36796,0.201
36797,0.211
36798,0.204
36799,0.204
36800,0.217
36801,0.32
36802,0.185
36803,0.195
36804,0.207
36805,0.206
36806,0.192
36807,0.181
36808,0.197
36809,3.675
36810,0.199
36811,0.189
36812,0.212
36813,0.208
36814,0.219
36815,0.186
36816,0.199
36817,0.288
36818,0.175
36819,0.193
36820,0.2
36821,3.653
36822,0.215
36823,0.203
36824,0.203
36825,0.263
36826,0.194
36827,0.186
36828,0.206
36829,0.233
36830,0.203
36831,0.192
36832,0.202
36833,3.89
36834,0.206
36835,0.182
36836,0.218
36837,0.203
36838,0.201
36839,0.208
36840,0.194
36841,0.262
36842,0.198
36843,0.18
36844,0.186
36845,0.188
36846,0.197
36847,3.494
36848,0.218
36849,0.255
36850,0.191
36851,0.178
36852,0.183
36853,0.188
36854,0.174
36855,0.182
36856,0.186
36857,3.072
36858,0.187
36859,0.182
36860,0.188
36861,0.186
36862,0.191
36863,0.184
36864,0.191
36865,0.369
36866,0.179
36867,0.168
36868,0.175
36869,0.175
36870,0.174
36871,2.672
36872,0.194
36873,0.227
36874,0.194
36875,0.182
36876,0.169
36877,2.606
36878,0.173
36879,0.172
36880,0.173
36881,0.237
36882,0.174
36883,0.164
36884,0.173
36885,0.196
36886,0.176
36887,2.723
36888,0.18
36889,0.224
36890,0.179
36891,0.172
36892,0.178
36893,0.172
36894,0.173
36895,0.167
36896,0.174
36897,0.237
36898,0.168
36899,2.839
36900,0.188
36901,2.599
36902,0.176
36903,0.172
36904,0.177
36905,0.212
36906,0.174
36907,0.174
36908,0.178
36909,0.187
36910,0.18
36911,0.174
36912,0.18
36913,3.001
36914,0.173
36915,0.176
36916,0.161
36917,0.194
36918,0.179
36919,2.787
36920,0.182
36921,0.212
36922,0.173
36923,4.207
36924,0.203
36925,0.22
36926,0.2
36927,0.197
36928,0.206
36929,3.694
36930,0.195
36931,2.941
36932,0.205
36933,0.237
36934,0.201
36935,0.191
36936,0.201
36937,0.244
36938,0.197
36939,0.189
36940,0.192
36941,0.232
36942,0.19
36943,3.025
36944,0.212
36945,0.3
36946,0.204
36947,3.003
36948,0.233
36949,0.252
36950,0.217
36951,0.222
36952,0.202
36953,0.24
36954,0.189
36955,0.195
36956,0.192
36957,0.222
36958,0.192
36959,0.207
36960,0.196
36961,0.314
36962,0.189
36963,0.2
36964,0.2
36965,0.231
36966,0.187
36967,0.206
36968,0.19
36969,0.249
36970,0.2
36971,0.206
36972,0.205
36973,3.173
36974,0.203
36975,0.21
36976,0.208
36977,0.288
36978,0.185
36979,3.236
36980,0.202
36981,0.224
36982,0.206
36983,0.203
36984,0.206
36985,0.261
36986,0.202
36987,0.211
36988,0.204
36989,0.227
36990,0.203
36991,0.205
36992,0.21
36993,0.336
36994,0.194
36995,0.2
36996,0.201
36997,3.144
36998,0.197
36999,0.213
37000,0.185
37001,0.249
37002,0.187
37003,3.248
37004,0.188
37005,0.217
37006,0.186
37007,0.2
37008,0.192
37009,0.276
37010,0.183
37011,0.198
37012,0.192
37013,5.771
37014,0.189
37015,0.202
37016,0.192
37017,0.257
37018,0.191
37019,2.941
37020,0.19
37021,3.196
37022,0.2
37023,0.197
37024,0.191
37025,0.296
37026,0.187
37027,0.196
37028,0.186
37029,0.228
37030,0.187
37031,0.189
37032,0.194
37033,0.247
37034,0.189
37035,0.193
37036,0.193
37037,0.231
37038,0.189
37039,2.977
37040,0.195
37041,0.268
37042,0.185
37043,0.194
37044,0.197
37045,0.232
37046,0.188
37047,0.205
37048,0.192
37049,3.327
37050,0.194
37051,0.207
37052,0.194
37053,0.24
37054,0.193
37055,0.204
37056,0.198
37057,3.697
37058,0.187
37059,0.206
37060,0.199
37061,2.94
37062,0.185
37063,0.198
37064,0.197
37065,0.256
37066,0.196
37067,0.205
37068,0.191
37069,0.229
37070,0.189
37071,0.204
37072,0.195
37073,0.277
37074,0.204
37075,0.204
37076,0.203
37077,0.22
37078,0.198
37079,0.212
37080,0.206
37081,0.242
37082,0.213
37083,0.209
37084,0.205
37085,0.226
37086,0.205
37087,3.046
37088,0.2
37089,0.284
37090,0.209
37091,0.194
37092,0.203
37093,0.214
37094,0.204
37095,0.193
37096,0.208
37097,3.524
37098,0.213
37099,0.202
37100,0.209
37101,0.229
37102,0.206
37103,0.2
37104,0.206
37105,0.273
37106,0.202
37107,0.209
37108,0.193
37109,0.222
37110,0.21
37111,0.2
37112,0.211
37113,0.261
37114,0.208
37115,0.211
37116,0.213
37117,3.27
37118,0.195
37119,0.202
37120,0.201
37121,0.375
37122,0.182
37123,2.844
37124,0.221
37125,0.257
37126,0.209
37127,0.211
37128,0.185
37129,0.243
37130,0.185
37131,0.199
37132,0.196
37133,0.228
37134,0.181
37135,0.201
37136,0.196
37137,0.269
37138,0.187
37139,2.89
37140,0.207
37141,0.207
37142,0.189
37143,0.203
37144,0.194
37145,0.241
37146,0.193
37147,0.197
37148,0.186
37149,0.215
37150,0.193
37151,0.203
37152,0.197
37153,0.288
37154,0.188
37155,0.202
37156,0.191
37157,0.221
37158,0.201
37159,2.948
37160,0.195
37161,0.251
37162,0.193
37163,0.205
37164,0.206
37165,0.236
37166,0.207
37167,0.206
37168,0.207
37169,0.275
37170,0.201
37171,2.996
37172,0.205
37173,0.233
37174,0.209
37175,0.207
37176,0.204
37177,0.258
37178,0.196
37179,0.199
37180,0.205
37181,3.356
37182,0.193
37183,0.202
37184,0.201
37185,0.312
37186,0.206
37187,0.201
37188,0.194
37189,4.114
37190,0.188
37191,0.2
37192,0.19
37193,0.236
37194,0.193
37195,0.203
37196,0.192
37197,0.228
37198,0.188
37199,3.024
37200,0.195
37201,3.335
37202,0.197
37203,0.206
37204,0.196
37205,0.237
37206,0.19
37207,0.206
37208,0.197
37209,0.244
37210,0.193
37211,0.199
37212,0.191
37213,0.232
37214,0.192
37215,0.206
37216,0.199
37217,3.666
37218,0.189
37219,0.205
37220,0.193
37221,0.232
37222,0.216
37223,3.123
37224,0.194
37225,0.261
37226,0.196
37227,0.205
37228,0.208
37229,0.23
37230,0.211
37231,0.206
37232,0.195
37233,0.297
37234,0.194
37235,0.211
37236,0.194
37237,0.226
37238,0.191
37239,0.213
37240,0.194
37241,0.259
37242,0.197
37243,3.076
37244,0.205
37245,0.24
37246,0.196
37247,0.213
37248,0.203
37249,0.332
37250,0.186
37251,0.207
37252,0.192
37253,2.943
37254,0.194
37255,0.202
37256,0.195
37257,0.264
37258,0.19
37259,0.205
37260,0.187
37261,0.232
37262,0.189
37263,0.194
37264,0.194
37265,0.276
37266,0.184
37267,0.206
37268,0.192
37269,0.23
37270,0.191
37271,0.204
37272,0.192
37273,3.007
37274,0.205
37275,0.207
37276,0.203
37277,3.087
37278,0.192
37279,0.208
37280,0.192
37281,0.301
37282,0.192
37283,0.202
37284,0.194
37285,0.234
37286,0.19
37287,0.208
37288,0.191
37289,0.259
37290,0.192
37291,0.199
37292,0.194
37293,0.231
37294,0.191
37295,0.199
37296,0.195
37297,0.279
37298,0.2
37299,0.205
37300,0.193
37301,0.232
37302,0.196
37303,0.208
37304,0.194
37305,0.251
37306,0.191
37307,3.217
37308,0.198
37309,3.159
37310,0.2
37311,0.22
37312,0.196
37313,3.648
37314,0.187
37315,0.195
37316,0.187
37317,0.224
37318,0.19
37319,0.205
37320,0.194
37321,3.304
37322,0.19
37323,0.203
37324,0.2
37325,0.225
37326,0.193
37327,0.217
37328,0.196
37329,0.314
37330,0.193
37331,0.197
37332,0.195
37333,0.225
37334,0.197
37335,0.201
37336,0.199
37337,3.137
37338,0.198
37339,3.353
37340,0.227
37341,0.252
37342,0.214
37343,0.21
37344,0.198
37345,0.297
37346,0.191
37347,0.208
37348,0.193
37349,0.23
37350,0.198
37351,0.207
37352,0.208
37353,0.239
37354,0.193
37355,0.204
37356,0.196
37357,3.148
37358,0.194
37359,0.218
37360,0.195
37361,3.614
37362,0.212
37363,3.155
37364,0.213
37365,0.239
37366,0.208
37367,0.209
37368,0.21
37369,3.787
37370,0.209
37371,0.204
37372,0.213
37373,0.231
37374,0.212
37375,0.211
37376,0.212
37377,0.359
37378,0.21
37379,2.951
37380,0.221
37381,0.222
37382,0.199
37383,0.201
37384,0.19
37385,0.263
37386,0.187
37387,0.203
37388,0.197
37389,0.232
37390,0.201
37391,0.19
37392,0.207
37393,0.258
37394,0.198
37395,0.177
37396,0.201
37397,3.066
37398,0.203
37399,0.195
37400,0.204
37401,0.252
37402,0.202
37403,0.206
37404,0.205
37405,0.231
37406,0.201
37407,0.212
37408,0.206
37409,3.499
37410,0.198
37411,0.197
37412,0.2
37413,0.226
37414,0.204
37415,0.204
37416,0.205
37417,0.258
37418,0.201
37419,0.202
37420,0.205
37421,0.213
37422,0.205
37423,3.182
37424,0.209
37425,0.268
37426,0.206
37427,0.208
37428,0.207
37429,0.227
37430,0.207
37431,0.204
37432,0.206
37433,0.254
37434,0.205
37435,0.21
37436,0.206
37437,0.232
37438,0.203
37439,0.212
37440,0.208
37441,3.717
37442,0.213
37443,0.192
37444,0.187
37445,0.228
37446,0.194
37447,3.055
37448,0.193
37449,0.251
37450,0.187
37451,0.205
37452,0.194
37453,0.229
37454,0.199
37455,0.206
37456,0.207
37457,0.279
37458,0.208
37459,0.205
37460,0.207
37461,0.228
37462,0.205
37463,3.161
37464,0.207
37465,0.219
37466,0.209
37467,0.209
37468,0.213
37469,0.224
37470,0.21
37471,0.208
37472,0.206
37473,0.32
37474,0.21
37475,0.206
37476,0.202
37477,0.223
37478,0.207
37479,0.196
37480,0.21
37481,0.249
37482,0.205
37483,2.939
37484,0.207
37485,0.224
37486,0.204
37487,0.195
37488,0.209
37489,3.551
37490,0.21
37491,0.208
37492,0.205
37493,3.252
37494,0.21
37495,0.212
37496,0.214
37497,0.254
37498,0.207
37499,0.212
37500,0.207
37501,3.272
37502,0.207
37503,0.213
37504,0.214
37505,0.362
37506,0.2
37507,2.883
37508,0.218
37509,0.248
37510,0.224
37511,3.04
37512,0.228
37513,0.249
37514,0.209
37515,0.195
37516,0.203
37517,3.162
37518,0.203
37519,0.204
37520,0.203
37521,0.266
37522,0.206
37523,0.195
37524,0.199
37525,0.224
37526,0.208
37527,0.199
37528,0.207
37529,3.282
37530,0.206
37531,0.203
37532,0.211
37533,0.219
37534,0.206
37535,0.202
37536,0.21
37537,3.419
37538,0.203
37539,0.2
37540,0.21
37541,0.221
37542,0.209
37543,0.197
37544,0.204
37545,0.268
37546,0.207
37547,3.186
37548,0.204
37549,3.119
37550,0.205
37551,0.201
37552,0.205
37553,0.266
37554,0.215
37555,0.204
37556,0.21
37557,0.226
37558,0.207
37559,0.199
37560,0.216
37561,3.129
37562,0.207
37563,0.207
37564,0.22
37565,0.229
37566,0.211
37567,3.177
37568,0.2
37569,0.336
37570,0.211
37571,3.165
37572,0.23
37573,3.007
37574,0.219
37575,0.197
37576,0.208
37577,0.233
37578,0.202
37579,2.962
37580,0.206
37581,0.216
37582,0.21
37583,0.2
37584,0.212
37585,0.274
37586,0.21
37587,0.198
37588,0.193
37589,3.242
37590,0.207
37591,3.159
37592,0.211
37593,0.257
37594,0.212
37595,0.201
37596,0.211
37597,0.229
37598,0.206
37599,0.193
37600,0.215
37601,0.301
37602,0.203
37603,0.203
37604,0.203
37605,0.241
37606,0.218
37607,3.346
37608,0.191
37609,0.246
37610,0.209
37611,0.212
37612,0.208
37613,0.236
37614,0.213
37615,0.212
37616,0.216
37617,0.274
37618,0.211
37619,3.251
37620,0.22
37621,0.255
37622,0.213
37623,0.21
37624,0.213
37625,0.248
37626,0.215
37627,0.213
37628,0.212
37629,0.241
37630,0.22
37631,0.21
37632,0.205
37633,3.98
37634,0.193
37635,0.207
37636,0.188
37637,0.221
37638,0.196
37639,0.204
37640,0.198
37641,0.238
37642,0.187
37643,3.141
37644,0.21
37645,0.255
37646,0.187
37647,0.206
37648,0.196
37649,3.455
37650,0.19
37651,0.21
37652,0.189
37653,0.235
37654,0.197
37655,0.215
37656,0.196
37657,3.55
37658,0.205
37659,0.208
37660,0.203
37661,0.234
37662,0.189
37663,3.19
37664,0.22
37665,0.295
37666,0.21
37667,0.21
37668,0.203
37669,0.227
37670,0.201
37671,0.198
37672,0.208
37673,0.232
37674,0.203
37675,0.197
37676,0.204
37677,0.225
37678,0.203
37679,0.199
37680,0.21
37681,0.283
37682,0.209
37683,0.204
37684,0.209
37685,0.227
37686,0.196
37687,0.205
37688,0.199
37689,0.265
37690,0.195
37691,2.965
37692,0.197
37693,3.105
37694,0.192
37695,0.209
37696,0.197
37697,0.313
37698,0.193
37699,2.992
37700,0.21
37701,0.248
37702,0.216
37703,0.207
37704,0.195
37705,0.26
37706,0.205
37707,0.202
37708,0.197
37709,0.227
37710,0.189
37711,0.211
37712,0.195
37713,0.269
37714,0.192
37715,0.206
37716,0.196
37717,3.181
37718,0.201
37719,0.21
37720,0.216
37721,0.264
37722,0.209
37723,0.206
37724,0.214
37725,0.234
37726,0.208
37727,0.216
37728,0.21
37729,0.291
37730,0.197
37731,0.201
37732,0.208
37733,0.224
37734,0.21
37735,0.201
37736,0.207
37737,0.259
37738,0.208
37739,0.202
37740,0.21
37741,0.228
37742,0.215
37743,0.214
37744,0.21
37745,0.283
37746,0.209
37747,3.138
37748,0.209
37749,0.237
37750,0.207
37751,0.216
37752,0.209
37753,0.235
37754,0.196
37755,0.202
37756,0.199
37757,0.231
37758,0.194
37759,0.37
37760,0.204
37761,0.357
37762,0.189
37763,0.205
37764,0.196
37765,0.228
37766,0.194
37767,0.198
37768,0.196
37769,0.255
37770,0.191
37771,0.207
37772,0.198
37773,0.243
37774,0.188
37775,0.211
37776,0.207
37777,0.269
37778,0.191
37779,0.205
37780,0.197
37781,3.133
37782,0.197
37783,2.944
37784,0.197
37785,0.258
37786,0.202
37787,0.208
37788,0.193
37789,0.236
37790,0.203
37791,0.209
37792,0.2
37793,0.287
37794,0.198
37795,0.205
37796,0.191
37797,0.227
37798,0.192
37799,2.999
37800,0.196
37801,0.244
37802,0.193
37803,0.211
37804,0.199
37805,0.229
37806,0.202
37807,0.213
37808,0.208
37809,0.27
37810,0.195
37811,3.049
37812,0.191
37813,3.094
37814,0.197
37815,0.212
37816,0.196
37817,0.252
37818,0.198
37819,0.209
37820,0.196
37821,0.238
37822,0.202
37823,0.214
37824,0.21
37825,0.326
37826,0.196
37827,0.215
37828,0.194
37829,0.227
37830,0.194
37831,2.954
37832,0.219
37833,0.248
37834,0.19
37835,0.207
37836,0.202
37837,0.231
37838,0.193
37839,0.212
37840,0.2
37841,0.277
37842,0.193
37843,0.215
37844,0.196
37845,0.23
37846,0.2
37847,3.394
37848,0.2
37849,0.259
37850,0.194
37851,0.214
37852,0.205
37853,3.121
37854,0.199
37855,0.217
37856,0.207
37857,0.301
37858,0.195
37859,0.221
37860,0.199
37861,3.322
37862,0.192
37863,0.211
37864,0.2
37865,0.254
37866,0.198
37867,0.21
37868,0.197
37869,0.232
37870,0.285
37871,3.199
37872,0.208
37873,0.286
37874,0.197
37875,0.202
37876,0.199
37877,0.241
37878,0.2
37879,3.064
37880,0.202
37881,0.259
37882,0.205
37883,0.214
37884,0.208
37885,0.246
37886,0.201
37887,0.22
37888,0.206
37889,4.159
37890,0.184
37891,0.189
37892,0.193
37893,0.224
37894,0.188
37895,0.193
37896,0.194
37897,2.909
37898,0.198
37899,0.206
37900,0.202
37901,0.231
37902,0.203
37903,0.197
37904,0.209
37905,0.283
37906,0.199
37907,3.04
37908,0.201
37909,0.223
37910,0.204
37911,0.201
37912,0.205
37913,0.281
37914,0.205
37915,0.203
37916,0.189
37917,0.226
37918,0.203
37919,0.198
37920,0.198
37921,0.311
37922,0.203
37923,0.199
37924,0.187
37925,0.23
37926,0.209
37927,0.206
37928,0.203
37929,0.249
37930,0.188
37931,0.202
37932,0.191
37933,0.228
37934,0.191
37935,0.202
37936,0.208
37937,0.287
37938,0.201
37939,0.204
37940,0.197
37941,0.201
37942,0.194
37943,0.193
37944,0.194
37945,0.25
37946,0.189
37947,0.212
37948,0.193
37949,0.237
37950,0.192
37951,3.198
37952,0.197
37953,0.32
37954,0.19
37955,0.195
37956,0.187
37957,3.108
37958,0.186
37959,0.204
37960,0.192
37961,0.258
37962,0.187
37963,2.809
37964,0.198
37965,0.225
37966,0.19
37967,2.605
37968,0.208
37969,0.278
37970,0.201
37971,0.194
37972,0.205
37973,0.232
37974,0.208
37975,0.204
37976,0.208
37977,0.251
37978,0.209
37979,0.21
37980,0.205
37981,0.233
37982,0.207
37983,0.214
37984,0.201
37985,0.269
37986,0.199
37987,2.85
37988,0.196
37989,0.215
37990,0.193
37991,2.875
37992,0.2
37993,3.325
37994,0.192
37995,0.205
37996,0.192
37997,3.524
37998,0.192
37999,0.203
38000,0.199
38001,0.277
38002,0.193
38003,0.203
38004,0.191
38005,0.236
38006,0.204
38007,0.209
38008,0.211
38009,0.269
38010,0.202
38011,2.996
38012,0.209
38013,0.237
38014,0.208
38015,0.187
38016,0.2
38017,0.341
38018,0.191
38019,0.193
38020,0.191
38021,0.231
38022,0.19
38023,0.189
38024,0.193
38025,0.242
38026,0.186
38027,0.179
38028,0.193
38029,0.223
38030,0.201
38031,0.215
38032,0.206
38033,0.272
38034,0.216
38035,0.204
38036,0.212
38037,0.225
38038,0.214
38039,3.104
38040,0.215
38041,0.244
38042,0.2
38043,0.208
38044,0.202
38045,0.228
38046,0.207
38047,3.071
38048,0.209
38049,0.27
38050,0.202
38051,0.203
38052,0.201
38053,3.131
38054,0.205
38055,0.206
38056,0.205
38057,0.257
38058,0.205
38059,0.206
38060,0.21
38061,0.239
38062,0.208
38063,0.208
38064,0.214
38065,0.284
38066,0.208
38067,0.201
38068,0.206
38069,2.988
38070,0.203
38071,0.199
38072,0.2
38073,0.247
38074,0.194
38075,0.209
38076,0.194
38077,0.227
38078,0.197
38079,0.208
38080,0.2
38081,0.316
38082,0.192
38083,2.803
38084,0.222
38085,0.237
38086,0.216
38087,0.208
38088,0.191
38089,0.265
38090,0.188
38091,0.206
38092,0.19
38093,0.234
38094,0.195
38095,0.199
38096,0.201
38097,0.283
38098,0.19
38099,0.204
38100,0.193
38101,0.235
38102,0.196
38103,0.208
38104,0.197
38105,0.257
38106,0.204
38107,0.2
38108,0.197
38109,0.233
38110,0.215
38111,0.213
38112,0.21
38113,3.827
38114,0.206
38115,0.21
38116,0.199
38117,0.228
38118,0.196
38119,2.821
38120,0.209
38121,0.24
38122,0.206
38123,0.205
38124,0.208
38125,0.232
38126,0.216
38127,0.21
38128,0.21
38129,0.274
38130,0.192
38131,0.202
38132,0.202
38133,0.232
38134,0.199
38135,0.203
38136,0.2
38137,0.259
38138,0.197
38139,0.214
38140,0.2
38141,0.24
38142,0.201
38143,0.213
38144,0.214
38145,0.395
38146,0.204
38147,0.202
38148,0.198
38149,3.279
38150,0.205
38151,0.207
38152,0.201
38153,3.192
38154,0.202
38155,0.197
38156,0.205
38157,0.22
38158,0.201
38159,0.196
38160,0.204
38161,0.313
38162,0.198
38163,0.204
38164,0.21
38165,0.236
38166,0.209
38167,2.932
38168,0.208
38169,0.249
38170,0.207
38171,0.206
38172,0.205
38173,0.225
38174,0.192
38175,0.195
38176,0.196
38177,3.634
38178,0.186
38179,0.195
38180,0.2
38181,0.24
38182,0.194
38183,3.145
38184,0.205
38185,0.25
38186,0.205
38187,0.205
38188,0.205
38189,3.121
38190,0.206
38191,0.21
38192,0.211
38193,0.267
38194,0.198
38195,0.196
38196,0.206
38197,3.01
38198,0.2
38199,0.2
38200,0.199
38201,3.291
38202,0.209
38203,0.21
38204,0.211
38205,0.24
38206,0.215
38207,0.215
38208,0.2
38209,0.335
38210,0.187
38211,0.201
38212,0.191
38213,0.218
38214,0.191
38215,0.21
38216,0.195
38217,0.25
38218,0.195
38219,6.845
38220,0.208
38221,0.234
38222,0.189
38223,0.186
38224,0.189
38225,0.239
38226,0.18
38227,0.184
38228,0.189
38229,0.202
38230,0.183
38231,2.608
38232,0.188
38233,0.223
38234,0.184
38235,0.179
38236,0.183
38237,2.786
38238,0.188
38239,2.867
38240,0.189
38241,0.252
38242,0.183
38243,0.187
38244,0.18
38245,0.206
38246,0.184
38247,0.183
38248,0.185
38249,0.225
38250,0.184
38251,0.184
38252,0.188
38253,0.208
38254,0.188
38255,0.171
38256,0.193
38257,0.244
38258,0.187
38259,0.188
38260,0.187
38261,2.722
38262,0.184
38263,0.187
38264,0.186
38265,0.224
38266,0.187
38267,0.186
38268,0.185
38269,0.206
38270,0.188
38271,0.191
38272,0.191
38273,3.217
38274,0.187
38275,0.185
38276,0.182
38277,0.192
38278,0.183
38279,0.173
38280,0.183
38281,2.874
38282,0.183
38283,0.168
38284,0.186
38285,0.21
38286,0.178
38287,2.796
38288,0.191
38289,0.303
38290,0.206
38291,0.187
38292,0.194
38293,0.211
38294,0.184
38295,0.191
38296,0.186
38297,0.235
38298,0.177
38299,2.876
38300,0.176
38301,0.207
38302,0.176
38303,2.87
38304,0.193
38305,0.298
38306,0.185
38307,0.187
38308,0.189
38309,0.204
38310,0.187
38311,0.189
38312,0.184
38313,0.224
38314,0.176
38315,0.187
38316,0.178
38317,2.829
38318,0.174
38319,0.191
38320,0.187
38321,3.141
38322,0.188
38323,0.193
38324,0.19
38325,0.21
38326,0.196
38327,2.834
38328,0.191
38329,2.981
38330,0.18
38331,0.201
38332,0.179
38333,2.744
38334,0.179
38335,0.19
38336,0.193
38337,0.279
38338,0.213
38339,0.187
38340,0.188
38341,0.205
38342,0.19
38343,0.188
38344,0.185
38345,0.221
38346,0.187
38347,0.179
38348,0.188
38349,0.202
38350,0.203
38351,2.963
38352,0.219
38353,0.256
38354,0.212
38355,0.184
38356,0.192
38357,0.206
38358,0.194
38359,0.189
38360,0.19
38361,0.218
38362,0.192
38363,0.187
38364,0.193
38365,0.21
38366,0.193
38367,0.19
38368,0.195
38369,0.269
38370,0.191
38371,2.67
38372,0.207
38373,0.23
38374,0.206
38375,0.191
38376,0.192
38377,2.841
38378,0.188
38379,0.18
38380,0.191
38381,0.206
38382,0.192
38383,0.184
38384,0.188
38385,0.253
38386,0.19
38387,0.187
38388,0.194
38389,0.209
38390,0.177
38391,0.183
38392,0.193
38393,2.956
38394,0.194
38395,0.188
38396,0.191
38397,0.209
38398,0.193
38399,0.188
38400,0.184
38401,0.327
38402,0.182
38403,0.162
38404,0.19
38405,0.191
38406,0.182
38407,0.17
38408,0.183
38409,0.233
38410,0.188
38411,0.165
38412,0.182
38413,0.204
38414,0.183
38415,0.176
38416,0.181
38417,0.257
38418,0.184
38419,0.181
38420,0.185
38421,0.212
38422,0.181
38423,0.184
38424,0.183
38425,0.213
38426,0.17
38427,0.175
38428,0.17
38429,0.204
38430,0.175
38431,2.617
38432,0.207
38433,0.289
38434,0.198
38435,0.18
38436,0.182
38437,0.19
38438,0.173
38439,0.184
38440,0.176
38441,0.229
38442,0.178
38443,0.187
38444,0.172
38445,0.21
38446,0.173
38447,2.793
38448,0.181
38449,3.216
38450,0.173
38451,0.19
38452,0.173
38453,2.8
38454,0.176
38455,0.189
38456,0.179
38457,0.228
38458,0.174
38459,2.53
38460,0.179
38461,2.624
38462,0.176
38463,0.186
38464,0.178
38465,0.296
38466,0.184
38467,0.182
38468,0.172
38469,0.191
38470,0.175
38471,0.185
38472,0.178
38473,0.221
38474,0.183
38475,0.181
38476,0.18
38477,0.214
38478,0.188
38479,0.186
38480,0.192
38481,0.243
38482,0.183
38483,0.183
38484,0.181
38485,0.204
38486,0.184
38487,0.184
38488,0.185
38489,0.211
38490,0.184
38491,0.186
38492,0.175
38493,0.205
38494,0.174
38495,0.192
38496,0.181
38497,0.265
38498,0.177
38499,0.177
38500,0.18
38501,3.126
38502,0.176
38503,0.53
38504,0.178
38505,0.214
38506,0.169
38507,0.178
38508,0.178
38509,0.208
38510,0.186
38511,0.183
38512,0.188
38513,0.249
38514,0.19
38515,0.184
38516,0.187
38517,0.197
38518,0.171
38519,0.18
38520,0.177
38521,0.238
38522,0.178
38523,0.179
38524,0.176
38525,0.211
38526,0.181
38527,0.19
38528,0.18
38529,0.295
38530,0.186
38531,0.173
38532,0.175
38533,0.205
38534,0.171
38535,0.176
38536,0.175
38537,0.229
38538,0.171
38539,0.172
38540,0.177
38541,0.21
38542,0.178
38543,2.629
38544,0.197
38545,0.272
38546,0.189
38547,0.178
38548,0.176
38549,0.218
38550,0.186
38551,0.189
38552,0.191
38553,0.226
38554,0.183
38555,0.179
38556,0.187
38557,2.755
38558,0.19
38559,0.183
38560,0.192
38561,3.165
38562,0.195
38563,0.181
38564,0.184
38565,0.205
38566,0.186
38567,2.538
38568,0.184
38569,2.958
38570,0.186
38571,0.18
38572,0.191
38573,0.206
38574,0.188
38575,0.184
38576,0.19
38577,0.259
38578,0.191
38579,0.187
38580,0.191
38581,0.219
38582,0.172
38583,0.185
