Number,Time
8180,0.2
8181,0.217
8182,0.2
8183,0.198
8184,0.199
8185,0.254
8186,0.198
8187,0.191
8188,0.199
8189,0.224
8190,0.199
8191,2.81
8192,0.198
8193,0.497
8194,0.186
8195,0.189
8196,0.183
8197,0.209
8198,0.194
8199,0.175
8200,0.192
8201,0.247
8202,0.179
8203,0.183
8204,0.189
8205,0.204
8206,0.183
8207,0.18
8208,0.184
8209,3.099
8210,0.187
8211,0.175
8212,0.171
8213,0.195
8214,0.192
8215,0.175
8216,0.197
8217,0.244
8218,0.192
8219,2.716
8220,0.213
8221,2.903
8222,0.172
8223,0.185
8224,0.187
8225,0.3
8226,0.181
8227,0.179
8228,0.191
8229,0.183
8230,0.191
8231,2.724
8232,0.188
8233,2.936
8234,0.186
8235,0.188
8236,0.189
8237,2.919
8238,0.184
8239,0.19
8240,0.195
8241,0.246
8242,0.185
8243,2.653
8244,0.188
8245,0.199
8246,0.186
8247,0.191
8248,0.172
8249,0.236
8250,0.188
8251,0.18
8252,0.187
8253,0.206
8254,0.191
8255,0.187
8256,0.194
8257,0.324
8258,0.186
8259,0.182
8260,0.177
8261,0.195
8262,0.196
8263,3.177
8264,0.215
8265,0.259
8266,0.207
8267,0.195
8268,0.187
8269,2.886
8270,0.177
8271,0.182
8272,0.198
8273,2.865
8274,0.186
8275,0.183
8276,0.194
8277,0.202
8278,0.183
8279,0.178
8280,0.174
8281,0.227
8282,0.185
8283,0.186
8284,0.192
8285,0.212
8286,0.191
8287,2.903
8288,0.199
8289,0.294
8290,0.192
8291,2.66
8292,0.176
8293,2.845
8294,0.172
8295,0.187
8296,0.173
8297,3.247
8298,0.188
8299,0.194
8300,0.184
8301,0.214
8302,0.182
8303,0.197
8304,0.183
8305,0.268
8306,0.181
8307,0.194
8308,0.182
8309,0.22
8310,0.178
8311,2.979
8312,0.182
8313,0.239
8314,0.191
8315,0.195
8316,0.185
8317,2.298
8318,0.181
8319,0.196
8320,0.186
8321,0.326
8322,0.167
8323,0.189
8324,0.178
8325,0.206
8326,0.174
8327,0.185
8328,0.175
8329,2.457
8330,0.174
8331,0.19
8332,0.174
8333,0.201
8334,0.178
8335,0.182
8336,0.178
8337,0.261
8338,0.171
8339,0.186
8340,0.179
8341,0.216
8342,0.175
8343,0.19
8344,0.177
8345,0.23
8346,0.177
8347,0.194
8348,0.175
8349,0.213
8350,0.178
8351,0.186
8352,0.175
8353,2.668
8354,0.173
8355,0.189
8356,0.189
8357,0.21
8358,0.183
8359,0.189
8360,0.181
8361,0.24
8362,0.175
8363,5.961
8364,0.199
8365,0.24
8366,0.195
8367,0.182
8368,0.186
8369,3.724
8370,0.177
8371,0.354
8372,0.175
8373,0.222
8374,0.176
8375,0.182
8376,0.178
8377,3.866
8378,0.178
8379,0.193
8380,0.191
8381,0.211
8382,0.18
8383,0.202
8384,0.186
8385,0.294
8386,0.175
8387,2.623
8388,0.202
8389,2.924
8390,0.206
8391,0.188
8392,0.18
8393,0.234
8394,0.178
8395,0.192
8396,0.187
8397,0.214
8398,0.183
8399,0.194
8400,0.182
8401,0.266
8402,0.175
8403,0.189
8404,0.19
8405,0.217
8406,0.194
8407,0.185
8408,0.191
8409,0.242
8410,0.19
8411,0.183
8412,0.197
8413,0.209
8414,0.194
8415,0.191
8416,0.193
8417,0.287
8418,0.191
8419,3.019
8420,0.223
8421,0.234
8422,0.213
8423,2.746
8424,0.21
8425,0.266
8426,0.18
8427,0.184
8428,0.193
8429,3.02
8430,0.195
8431,3.188
8432,0.23
8433,0.264
8434,0.193
8435,0.194
8436,0.183
8437,0.217
8438,0.194
8439,0.193
8440,0.193
8441,0.247
8442,0.194
8443,2.849
8444,0.223
8445,0.254
8446,0.209
8447,2.97
8448,0.214
8449,0.367
8450,0.169
8451,0.179
8452,0.194
8453,0.207
8454,0.191
8455,0.177
8456,0.185
8457,0.229
8458,0.185
8459,0.181
8460,0.184
8461,2.991
8462,0.188
8463,0.192
8464,0.194
8465,0.266
8466,0.184
8467,2.74
8468,0.188
8469,0.207
8470,0.192
8471,0.192
8472,0.188
8473,0.238
8474,0.353
8475,0.199
8476,0.192
8477,0.205
8478,0.199
8479,0.186
8480,0.2
8481,0.258
8482,0.189
8483,0.18
8484,0.191
8485,0.202
8486,0.196
8487,0.183
8488,0.198
8489,0.226
8490,0.189
8491,0.183
8492,0.196
8493,0.206
8494,0.196
8495,0.187
8496,0.2
8497,0.243
8498,0.19
8499,0.184
8500,0.193
8501,3.07
8502,0.194
8503,0.19
8504,0.196
8505,0.226
8506,0.191
8507,0.189
8508,0.199
8509,0.209
8510,0.196
8511,0.187
8512,0.202
8513,3.665
8514,0.188
8515,0.185
8516,0.189
8517,0.204
8518,0.191
8519,0.195
8520,0.196
8521,3.275
8522,0.19
8523,0.179
8524,0.196
8525,0.209
8526,0.195
8527,2.993
8528,0.218
8529,0.272
8530,0.214
8531,0.178
8532,0.2
8533,0.203
8534,0.191
8535,0.206
8536,0.196
8537,2.907
8538,0.202
8539,3.073
8540,0.199
8541,0.214
8542,0.199
8543,3.157
8544,0.178
8545,0.27
8546,0.172
8547,0.191
8548,0.18
8549,0.217
8550,0.179
8551,0.195
8552,0.181
8553,0.228
8554,0.19
8555,0.192
8556,0.18
8557,0.215
8558,0.177
8559,0.199
8560,0.177
8561,0.251
8562,0.176
8563,2.942
8564,0.197
8565,0.218
8566,0.184
8567,0.2
8568,0.183
8569,0.233
8570,0.181
8571,0.193
8572,0.187
8573,3.231
8574,0.182
8575,0.191
8576,0.19
8577,0.31
8578,0.179
8579,0.185
8580,0.183
8581,3.176
8582,0.175
8583,0.193
8584,0.18
8585,0.233
8586,0.187
8587,0.187
8588,0.193
8589,0.216
8590,0.192
8591,0.193
8592,0.199
8593,0.253
8594,0.193
8595,0.195
8596,0.196
8597,2.943
8598,0.192
8599,2.963
8600,0.195
8601,0.234
8602,0.193
8603,0.189
8604,0.194
8605,0.211
8606,0.202
8607,0.191
8608,0.195
8609,3.187
8610,0.194
8611,0.184
8612,0.196
8613,0.209
8614,0.193
8615,0.188
8616,0.197
8617,0.226
8618,0.197
8619,0.158
8620,0.179
8621,0.19
8622,0.18
8623,2.666
8624,0.2
8625,0.226
8626,0.184
8627,2.531
8628,0.2
8629,2.899
8630,0.208
8631,0.179
8632,0.189
8633,0.221
8634,0.183
8635,0.177
8636,0.183
8637,0.204
8638,0.185
8639,0.179
8640,0.185
8641,3.551
8642,0.171
8643,0.169
8644,0.178
8645,0.184
8646,0.179
8647,2.641
8648,0.201
8649,0.233
8650,0.176
8651,0.176
8652,0.184
8653,0.196
8654,0.191
8655,0.178
8656,0.182
8657,0.243
8658,0.175
8659,0.18
8660,0.188
8661,0.197
8662,0.172
8663,2.663
8664,0.186
8665,0.213
8666,0.18
8667,0.18
8668,0.183
8669,3
8670,0.196
8671,0.17
8672,0.19
8673,0.255
8674,0.178
8675,0.179
8676,0.181
8677,2.618
8678,0.181
8679,0.179
8680,0.187
8681,2.868
8682,0.178
8683,0.184
8684,0.182
8685,0.191
8686,0.185
8687,0.176
8688,0.189
8689,3.106
8690,0.179
8691,0.178
8692,0.181
8693,2.825
8694,0.186
8695,0.181
8696,0.196
8697,0.213
8698,0.184
8699,2.585
8700,0.184
8701,0.193
8702,0.175
8703,0.179
8704,0.191
8705,0.354
8706,0.18
8707,2.712
8708,0.186
8709,0.206
8710,0.195
8711,0.171
8712,0.169
8713,2.748
8714,0.173
8715,0.164
8716,0.169
8717,0.181
8718,0.175
8719,2.641
8720,0.17
8721,0.24
8722,0.168
8723,0.162
8724,0.173
8725,0.18
8726,0.174
8727,0.167
8728,0.18
8729,0.201
8730,0.174
8731,2.597
8732,0.174
8733,0.202
8734,0.174
8735,0.172
8736,0.177
8737,3.165
8738,0.172
8739,0.167
8740,0.181
8741,2.459
8742,0.173
8743,0.17
8744,0.174
8745,0.218
8746,0.172
8747,2.843
8748,0.212
8749,0.196
8750,0.173
8751,0.181
8752,0.174
8753,3.09
8754,0.163
8755,0.171
8756,0.161
8757,0.2
8758,0.163
8759,0.181
8760,0.169
8761,2.793
8762,0.161
8763,0.177
8764,0.178
8765,0.205
8766,0.182
8767,0.179
8768,0.183
8769,0.259
8770,0.175
8771,0.167
8772,0.177
8773,0.188
8774,0.174
8775,0.17
8776,0.182
8777,0.209
8778,0.173
8779,2.612
8780,0.209
8781,0.22
8782,0.2
8783,2.775
8784,0.199
8785,0.249
8786,0.18
8787,0.176
8788,0.162
8789,0.196
8790,0.166
8791,0.174
8792,0.168
8793,0.216
8794,0.163
8795,0.175
8796,0.163
8797,0.186
8798,0.181
8799,0.184
8800,0.168
8801,0.258
8802,0.17
8803,2.603
8804,0.184
8805,0.231
8806,0.181
8807,2.662
8808,0.197
8809,0.239
8810,0.177
8811,0.176
8812,0.181
8813,0.211
8814,0.181
8815,0.185
8816,0.183
8817,0.238
8818,0.188
8819,2.606
8820,0.191
8821,2.648
8822,0.183
8823,0.168
8824,0.179
8825,0.219
8826,0.181
8827,0.186
8828,0.187
8829,0.209
8830,0.165
8831,2.38
8832,0.185
8833,0.292
8834,0.166
8835,0.164
8836,0.175
8837,2.741
8838,0.175
8839,2.792
8840,0.184
8841,0.217
8842,0.176
8843,0.165
8844,0.172
8845,0.19
8846,0.179
8847,0.17
8848,0.182
8849,3.143
8850,0.175
8851,0.162
8852,0.175
8853,0.184
8854,0.179
8855,0.166
8856,0.177
8857,0.212
8858,0.178
8859,0.17
8860,0.179
8861,2.704
8862,0.165
8863,2.715
8864,0.178
8865,0.24
8866,0.18
8867,2.499
8868,0.198
8869,0.19
8870,0.178
8871,0.172
8872,0.185
8873,0.208
8874,0.178
8875,0.174
8876,0.185
8877,0.195
8878,0.181
8879,0.176
8880,0.181
8881,0.229
8882,0.176
8883,0.175
8884,0.182
8885,0.197
8886,0.181
8887,2.659
8888,0.204
8889,0.237
8890,0.194
8891,0.179
8892,0.183
8893,2.67
8894,0.168
8895,0.178
8896,0.186
8897,0.266
8898,0.172
8899,0.168
8900,0.174
8901,0.194
8902,0.182
8903,0.171
8904,0.178
8905,0.22
8906,0.173
8907,0.166
8908,0.185
8909,0.193
8910,0.179
8911,0.174
8912,0.182
8913,0.233
8914,0.177
8915,0.168
8916,0.178
8917,0.195
8918,0.183
8919,0.159
8920,0.183
8921,0.213
8922,0.177
8923,2.848
8924,0.202
8925,0.195
8926,0.178
8927,0.17
8928,0.174
8929,3.15
8930,0.172
8931,0.158
8932,0.178
8933,2.551
8934,0.176
8935,0.157
8936,0.18
8937,0.223
8938,0.177
8939,0.165
8940,0.186
8941,2.675
8942,0.179
8943,0.16
8944,0.183
8945,0.233
8946,0.176
8947,0.157
8948,0.179
8949,0.201
8950,0.186
8951,2.626
8952,0.197
8953,0.221
8954,0.184
8955,0.173
8956,0.184
8957,0.205
8958,0.181
8959,0.176
8960,0.189
8961,0.309
8962,0.174
8963,2.625
8964,0.191
8965,0.197
8966,0.18
8967,0.177
8968,0.174
8969,3.038
8970,0.166
8971,2.722
8972,0.192
8973,0.22
8974,0.179
8975,0.176
8976,0.18
8977,0.233
8978,0.174
8979,0.171
8980,0.175
8981,0.194
8982,0.176
8983,0.171
8984,0.18
8985,0.218
8986,0.179
8987,0.174
8988,0.185
8989,0.2
8990,0.187
8991,0.177
8992,0.179
8993,0.257
8994,0.173
8995,0.172
8996,0.179
8997,0.202
8998,0.182
8999,2.612
9000,0.178
9001,2.82
9002,0.18
9003,0.174
9004,0.165
9005,0.196
9006,0.183
9007,2.914
9008,0.18
9009,0.232
9010,0.178
9011,2.995
9012,0.192
9013,2.892
9014,0.182
9015,0.175
9016,0.183
9017,0.217
9018,0.181
9019,0.179
9020,0.182
9021,0.196
9022,0.194
9023,0.18
9024,0.187
9025,0.267
9026,0.181
9027,0.175
9028,0.178
9029,2.77
9030,0.183
9031,0.178
9032,0.181
9033,0.212
9034,0.174
9035,0.175
9036,0.168
9037,0.197
9038,0.172
9039,0.181
9040,0.171
9041,3.001
9042,0.182
9043,2.616
9044,0.219
9045,0.208
9046,0.179
9047,0.181
9048,0.182
9049,2.98
9050,0.18
9051,0.18
9052,0.182
9053,0.191
9054,0.181
9055,0.177
9056,0.185
9057,0.246
9058,0.177
9059,2.783
9060,0.198
9061,0.214
9062,0.193
9063,0.179
9064,0.183
9065,0.217
9066,0.163
9067,2.862
9068,0.171
9069,0.204
9070,0.171
9071,0.183
9072,0.176
9073,0.235
9074,0.165
9075,0.187
9076,0.173
9077,0.196
9078,0.165
9079,0.183
9080,0.167
9081,0.218
9082,0.169
9083,0.184
9084,0.167
9085,0.205
9086,0.172
9087,0.185
9088,0.173
9089,0.289
9090,0.179
9091,2.674
9092,0.194
9093,0.201
9094,0.183
9095,0.179
9096,0.177
9097,0.225
9098,0.173
9099,0.176
9100,0.182
9101,0.205
9102,0.179
9103,2.646
9104,0.182
9105,0.245
9106,0.174
9107,0.178
9108,0.182
9109,10.886
9110,0.182
9111,0.171
9112,0.18
9113,0.245
9114,0.179
9115,0.182
9116,0.18
9117,0.206
9118,0.178
9119,0.174
9120,0.184
9121,0.256
9122,0.179
9123,0.171
9124,0.18
9125,0.195
9126,0.178
9127,2.647
9128,0.203
9129,0.242
9130,0.194
9131,0.173
9132,0.184
9133,2.725
9134,0.179
9135,0.179
9136,0.178
9137,3.223
9138,0.179
9139,0.172
9140,0.18
9141,0.2
9142,0.193
9143,0.176
9144,0.188
9145,0.224
9146,0.181
9147,0.19
9148,0.184
9149,0.211
9150,0.183
9151,2.753
9152,0.206
9153,0.267
9154,0.175
9155,0.168
9156,0.182
9157,2.783
9158,0.181
9159,0.175
9160,0.166
9161,2.975
9162,0.181
9163,0.174
9164,0.183
9165,0.22
9166,0.178
9167,0.175
9168,0.18
9169,0.236
9170,0.179
9171,0.182
9172,0.17
9173,2.807
9174,0.171
9175,0.182
9176,0.177
9177,0.243
9178,0.167
9179,0.181
9180,0.174
9181,2.776
9182,0.171
9183,0.186
9184,0.18
9185,0.28
9186,0.176
9187,2.972
9188,0.182
9189,0.217
9190,0.181
9191,0.182
9192,0.173
9193,0.249
9194,0.76
9195,0.812
9196,0.761
9197,0.898
9198,0.763
9199,12.753
9200,0.861
9201,1.05
9202,0.751
9203,12.371
9204,0.936
9205,1.017
9206,0.901
9207,0.828
9208,0.837
9209,15.552
9210,0.828
9211,0.789
9212,0.84
9213,0.931
9214,0.854
9215,0.847
9216,0.875
9217,1.756
9218,0.785
9219,0.83
9220,0.825
9221,11.573
9222,0.746
9223,0.76
9224,0.766
9225,0.984
9226,0.765
9227,21.321
9228,0.784
9229,0.926
9230,0.802
9231,0.791
9232,0.823
9233,1.067
9234,0.797
9235,0.754
9236,0.801
9237,0.863
9238,0.811
9239,12.284
9240,0.781
9241,11.182
9242,0.813
9243,0.781
9244,0.21
9245,0.264
9246,0.209
9247,0.229
9248,0.216
9249,0.33
9250,0.203
9251,0.223
9252,0.224
9253,0.249
9254,0.229
9255,0.221
9256,0.228
9257,2.827
9258,0.22
9259,0.209
9260,0.223
9261,0.242
9262,0.212
9263,0.213
9264,0.232
9265,0.292
9266,0.229
9267,0.23
9268,0.228
9269,0.252
9270,0.222
9271,0.22
9272,0.231
9273,0.271
9274,0.208
9275,0.215
9276,0.228
9277,3.638
9278,0.225
9279,0.225
9280,0.231
9281,4.393
9282,0.216
9283,2.899
9284,0.25
9285,0.239
9286,0.22
9287,0.219
9288,0.229
9289,0.266
9290,0.223
9291,0.217
9292,0.229
9293,3.322
9294,0.214
9295,0.221
9296,0.241
9297,0.281
9298,0.229
9299,0.221
9300,0.234
9301,0.236
9302,0.224
9303,0.222
9304,0.232
9305,0.304
9306,0.223
9307,0.22
9308,0.23
9309,0.252
9310,0.224
9311,2.914
9312,0.237
9313,0.328
9314,0.232
9315,0.228
9316,0.212
9317,0.249
9318,0.221
9319,2.531
9320,0.249
9321,0.28
9322,0.229
9323,16.118
9324,0.212
9325,0.254
9326,0.229
9327,0.22
9328,0.242
9329,0.303
9330,0.224
9331,0.2
9332,0.212
9333,0.252
9334,0.229
9335,0.227
9336,0.229
9337,3.574
9338,0.227
9339,0.204
9340,0.232
9341,3.794
9342,0.228
9343,2.876
9344,0.232
9345,0.439
9346,0.216
9347,0.2
9348,0.225
9349,3.351
9350,0.223
9351,0.222
9352,0.228
9353,0.324
9354,0.232
9355,0.226
9356,0.224
9357,0.266
9358,0.225
9359,0.216
9360,0.23
9361,0.33
9362,0.229
9363,0.218
9364,0.209
9365,0.247
9366,0.205
9367,0.229
9368,0.211
9369,0.287
9370,0.227
9371,3.125
9372,0.211
9373,0.26
9374,0.209
9375,0.204
9376,0.237
9377,3.191
9378,0.228
9379,0.197
9380,0.226
9381,0.238
9382,0.224
9383,0.216
9384,0.218
9385,0.276
9386,0.227
9387,0.221
9388,0.235
9389,0.249
9390,0.231
9391,2.671
9392,0.258
9393,0.321
9394,0.231
9395,0.212
9396,0.215
9397,2.96
9398,0.246
9399,0.233
9400,0.213
9401,0.284
9402,0.215
9403,5.667
9404,0.258
9405,0.228
9406,0.194
9407,0.196
9408,0.199
9409,0.316
9410,0.191
9411,0.18
9412,0.194
9413,2.838
9414,0.192
9415,0.189
9416,0.195
9417,0.225
9418,0.193
9419,3.134
9420,0.217
9421,3.076
9422,0.195
9423,0.191
9424,0.197
9425,0.261
9426,0.192
9427,0.187
9428,0.193
9429,0.212
9430,0.199
9431,3.062
9432,0.204
9433,3.327
9434,0.195
9435,0.192
9436,0.194
9437,3.374
9438,0.203
9439,3.049
9440,0.198
9441,0.29
9442,0.177
9443,0.185
9444,0.194
9445,0.203
9446,0.194
9447,0.186
9448,0.202
9449,0.227
9450,0.19
9451,0.187
9452,0.194
9453,0.208
9454,0.196
9455,0.204
9456,0.198
9457,0.246
9458,0.199
9459,0.187
9460,0.202
9461,3.105
9462,0.227
9463,3.06
9464,0.2
9465,0.229
9466,0.194
9467,2.964
9468,0.221
9469,0.242
9470,0.216
9471,0.195
9472,0.198
9473,3.816
9474,0.186
9475,0.189
9476,0.194
9477,0.205
9478,0.193
9479,2.915
9480,0.222
9481,0.253
9482,0.199
9483,0.179
9484,0.194
9485,0.205
9486,0.195
9487,0.193
9488,0.198
9489,0.248
9490,0.19
9491,2.958
9492,0.198
9493,0.207
9494,0.187
9495,0.19
9496,0.202
9497,3.203
9498,0.196
9499,0.188
9500,0.197
9501,0.209
9502,0.196
9503,0.193
9504,0.181
9505,0.27
9506,0.192
9507,0.183
9508,0.197
9509,0.211
9510,0.201
9511,2.764
9512,0.22
9513,0.245
9514,0.211
9515,0.194
9516,0.202
9517,0.211
9518,0.196
9519,0.193
9520,0.202
9521,3.432
9522,0.196
9523,0.192
9524,0.193
9525,0.21
9526,0.18
9527,0.189
9528,0.2
9529,0.227
9530,0.196
9531,0.191
9532,0.201
9533,3.071
9534,0.208
9535,0.194
9536,0.204
9537,0.319
9538,0.192
9539,6.877
9540,0.21
9541,0.222
9542,0.207
9543,0.19
9544,0.196
9545,0.238
9546,0.198
9547,3.116
9548,0.211
9549,0.205
9550,0.193
9551,2.987
9552,0.215
9553,0.246
9554,0.178
9555,0.188
9556,0.192
9557,0.207
9558,0.201
9559,0.19
9560,0.204
9561,0.231
9562,0.195
9563,0.199
9564,0.197
9565,0.21
9566,0.181
9567,0.188
9568,0.201
9569,0.262
9570,0.193
9571,0.184
9572,0.194
9573,0.206
9574,0.19
9575,0.186
9576,0.198
9577,0.231
9578,0.182
9579,0.191
9580,0.195
9581,0.206
9582,0.199
9583,0.19
9584,0.206
9585,0.256
9586,0.194
9587,2.851
9588,0.216
9589,0.217
9590,0.199
9591,0.194
9592,0.201
9593,0.227
9594,0.197
9595,0.194
9596,0.206
9597,0.21
9598,0.199
9599,0.196
9600,0.203
9601,3.495
9602,0.198
9603,0.183
9604,0.195
9605,0.209
9606,0.201
9607,0.199
9608,0.196
9609,0.238
9610,0.199
9611,0.192
9612,0.186
9613,3.156
9614,0.198
9615,0.19
9616,0.197
9617,0.252
9618,0.192
9619,2.976
9620,0.214
9621,0.227
9622,0.216
9623,3.066
9624,0.219
9625,0.252
9626,0.214
9627,0.197
9628,0.197
9629,2.871
9630,0.205
9631,3.151
9632,0.199
9633,0.261
9634,0.194
9635,0.191
9636,0.191
9637,0.205
9638,0.194
9639,0.191
9640,0.197
9641,0.23
9642,0.192
9643,3.168
9644,0.22
9645,0.232
9646,0.204
9647,0.2
9648,0.201
9649,3.358
9650,0.199
9651,0.19
9652,0.194
9653,0.213
9654,0.198
9655,0.194
9656,0.199
9657,0.232
9658,0.2
9659,0.193
9660,0.199
9661,3.343
9662,0.209
9663,0.199
9664,0.208
9665,0.297
9666,0.196
9667,0.19
9668,0.183
9669,0.212
9670,0.195
9671,0.191
9672,0.192
9673,0.236
9674,0.192
9675,0.19
9676,0.197
9677,3.21
9678,0.201
9679,3.232
9680,0.199
9681,0.281
9682,0.2
9683,0.2
9684,0.183
9685,0.215
9686,0.185
9687,0.205
9688,0.187
9689,3.334
9690,0.188
9691,0.206
9692,0.19
9693,0.222
9694,0.197
9695,0.2
9696,0.198
9697,3.551
9698,0.195
9699,0.198
9700,0.197
9701,0.227
9702,0.192
9703,0.198
9704,0.188
9705,0.24
9706,0.196
9707,0.199
9708,0.199
9709,0.229
9710,0.197
9711,0.197
9712,0.201
9713,0.282
9714,0.197
9715,0.195
9716,0.212
9717,0.224
9718,0.188
9719,3.156
9720,0.188
9721,3.276
9722,0.189
9723,0.2
9724,0.191
9725,0.232
9726,0.213
9727,0.204
9728,0.202
9729,0.382
9730,0.198
9731,0.186
9732,0.197
9733,3.237
9734,0.195
9735,0.199
9736,0.18
9737,0.223
9738,0.182
9739,3.113
9740,0.204
9741,0.202
9742,0.19
9743,2.838
9744,0.17
9745,0.251
9746,0.192
9747,0.187
9748,0.189
9749,2.824
9750,0.191
9751,0.17
9752,0.193
9753,0.217
9754,0.18
9755,0.183
9756,0.187
9757,0.206
9758,0.187
9759,0.168
9760,0.195
9761,0.274
9762,0.19
9763,0.184
9764,0.182
9765,0.207
9766,0.182
9767,2.558
9768,0.215
9769,3.203
9770,0.186
9771,0.165
9772,0.185
9773,0.207
9774,0.183
9775,0.188
9776,0.176
9777,0.255
9778,0.182
9779,0.178
9780,0.195
9781,2.836
9782,0.212
9783,0.182
9784,0.196
9785,0.22
9786,0.189
9787,8.464
9788,0.216
9789,0.211
9790,0.189
9791,2.927
9792,0.209
9793,0.298
9794,0.169
9795,0.176
9796,0.185
9797,0.2
9798,0.188
9799,0.18
9800,0.192
9801,0.224
9802,0.185
9803,2.571
9804,0.219
9805,0.233
9806,0.203
9807,0.18
9808,0.192
9809,0.255
9810,0.19
9811,6.717
9812,0.216
9813,0.222
9814,0.18
9815,0.181
9816,0.189
9817,3.252
9818,0.183
9819,0.179
9820,0.175
9821,0.218
9822,0.181
9823,0.192
9824,0.181
9825,0.304
9826,0.184
9827,0.187
9828,0.171
9829,3.079
9830,0.191
9831,0.195
9832,0.18
9833,3.111
9834,0.179
9835,0.185
9836,0.196
9837,0.226
9838,0.196
9839,2.987
9840,0.194
9841,0.259
9842,0.205
9843,0.194
9844,0.176
9845,0.21
9846,0.188
9847,0.189
9848,0.198
9849,0.231
9850,0.196
9851,3.122
9852,0.197
9853,0.212
9854,0.2
9855,0.194
9856,0.201
9857,3.464
9858,0.186
9859,2.998
9860,0.2
9861,0.235
9862,0.185
9863,0.182
9864,0.178
9865,0.219
9866,0.186
9867,0.183
9868,0.19
9869,0.204
9870,0.188
9871,2.914
9872,0.193
9873,0.245
9874,0.19
9875,0.188
9876,0.194
9877,0.209
9878,0.196
9879,0.188
9880,0.196
9881,0.232
9882,0.176
9883,2.81
9884,0.211
9885,0.232
9886,0.213
9887,2.826
9888,0.22
9889,0.267
9890,0.191
9891,0.181
9892,0.196
9893,0.205
9894,0.188
9895,0.187
9896,0.195
9897,0.224
9898,0.195
9899,0.188
9900,0.196
9901,2.75
9902,0.178
9903,0.195
9904,0.203
9905,0.246
9906,0.197
9907,2.38
9908,0.208
9909,0.225
9910,0.207
9911,0.184
9912,0.192
9913,0.236
9914,0.193
9915,0.184
9916,0.2
9917,0.204
9918,0.193
9919,0.189
9920,0.198
9921,0.302
9922,0.191
9923,2.54
9924,0.198
9925,0.205
9926,0.191
9927,0.189
9928,0.196
9929,2.479
9930,0.195
9931,2.478
9932,0.214
9933,0.208
9934,0.179
9935,0.193
9936,0.198
9937,0.249
9938,0.192
9939,0.18
9940,0.195
9941,2.407
9942,0.196
9943,0.191
9944,0.198
9945,0.228
9946,0.198
9947,0.19
9948,0.201
9949,4.048
9950,0.201
9951,0.193
9952,0.198
9953,0.272
9954,0.195
9955,0.163
9956,0.178
9957,0.208
9958,0.194
9959,0.187
9960,0.197
9961,0.231
9962,0.199
9963,0.193
9964,0.2
9965,0.211
9966,0.195
9967,2.758
9968,0.205
9969,0.252
9970,0.192
9971,0.187
9972,0.196
9973,2.614
9974,0.224
9975,0.185
9976,0.199
9977,0.225
9978,0.199
9979,0.195
9980,0.195
9981,0.218
9982,0.196
9983,0.213
9984,0.201
9985,0.327
9986,0.202
9987,0.186
9988,0.192
9989,0.193
9990,0.176
9991,0.186
9992,0.193
9993,0.23
9994,0.186
9995,0.187
9996,0.191
9997,0.208
9998,0.194
9999,0.191
10000,0.196
10001,0.248
10002,0.195
10003,0.19
10004,0.195
10005,0.212
10006,0.193
10007,2.317
10008,0.219
10009,2.644
10010,0.193
10011,0.188
10012,0.18
10013,0.216
10014,0.186
10015,0.19
10016,0.185
10017,0.279
10018,0.18
10019,0.188
10020,0.173
10021,0.21
10022,0.196
10023,0.195
10024,0.198
10025,0.251
10026,0.195
10027,0.198
10028,0.194
10029,0.21
10030,0.202
10031,0.194
10032,0.177
10033,0.261
10034,0.191
10035,0.186
10036,0.196
10037,2.821
10038,0.218
10039,2.535
10040,0.235
10041,0.229
10042,0.174
10043,0.2
10044,0.2
10045,0.215
10046,0.206
10047,0.193
10048,0.198
10049,0.289
10050,0.192
10051,0.19
10052,0.19
10053,0.206
10054,0.18
10055,0.186
10056,0.197
10057,0.231
10058,0.189
10059,0.184
10060,0.194
10061,2.361
10062,0.202
10063,0.192
10064,0.196
10065,0.261
10066,0.191
10067,2.364
10068,0.213
10069,2.476
10070,0.19
10071,0.188
10072,0.199
10073,0.226
10074,0.189
10075,0.203
10076,0.184
10077,0.214
10078,0.188
10079,2.139
10080,0.213
10081,0.296
10082,0.176
10083,0.189
10084,0.191
10085,0.22
10086,0.175
10087,0.189
10088,0.202
10089,0.229
10090,0.191
10091,2.891
10092,0.22
10093,2.477
10094,0.222
10095,0.185
10096,0.198
10097,0.279
10098,0.195
10099,2.325
10100,0.2
10101,0.243
10102,0.18
10103,2.534
10104,0.2
10105,0.239
10106,0.183
10107,0.186
10108,0.179
10109,0.219
10110,0.181
10111,2.302
10112,0.206
10113,0.337
10114,0.18
10115,0.187
10116,0.178
10117,0.211
10118,0.171
10119,0.19
10120,0.18
10121,0.241
10122,0.177
10123,0.189
10124,0.179
10125,0.216
10126,0.178
10127,0.194
10128,0.192
10129,0.246
10130,0.173
10131,0.185
10132,0.18
10133,2.349
10134,0.207
10135,0.193
10136,0.189
10137,0.262
10138,0.18
10139,3.517
10140,0.2
10141,3.51
10142,0.209
10143,0.196
10144,0.189
10145,0.295
10146,0.193
10147,0.184
10148,0.182
10149,0.23
10150,0.198
10151,3.591
10152,0.215
10153,0.264
10154,0.194
10155,0.191
10156,0.192
10157,0.221
10158,0.198
10159,2.951
10160,0.205
10161,0.249
10162,0.184
10163,2.863
10164,0.201
10165,0.235
10166,0.219
10167,0.194
10168,0.181
10169,3.326
10170,0.196
10171,0.196
10172,0.2
10173,0.21
10174,0.202
10175,0.199
10176,0.201
10177,3.643
10178,0.175
